10.00000000000001, 6.8824974209981e-48
20.068781676649685, 4.639333823721313e-49
30.12947724726995, 2.7171656282931954e-49
40.275599798502974, 2.429831446131723e-49
49.828635146473054, 2.4180524396453563e-49
59.88401691613405, 2.6748853282260266e-49
70.58940086618745, 2.8087004870479077e-49
80.05000152664589, 2.951816837120083e-49
100, 3.438556733947348e-49
200.68781676649687, 6.03407737016649e-49
301.29477247269887, 8.637721896518804e-49
398.8782319545845, 1.1162784320051205e-48
503.130531297949, 1.3702330667819602e-48
598.8401691613404, 1.6841932662907393e-48
699.0976063200629, 1.964944176924909e-48
800.5000152664572, 2.1760522256656746e-48
899.0451708631056, 2.4109059532672e-48
1000, 2.6716966949968096e-48
